rule,frequency,sup,confidence,label,ID 
"['VBP', 'VBZ', 'IN', 'PDT_all', 'JJ', 'NN']",1,1,1.0,NO,35994
"['VBP', 'VBZ', 'IN', 'PDT_all', 'NN']",1,1,1.0,NO,35995
"['VBP', 'VBZ', 'IN', 'DT']",1,1,1.0,NO,35996
"['VBP', 'VBZ', 'IN', 'DT', 'JJ']",1,1,1.0,NO,35997
"['VBP', 'VBZ', 'IN', 'DT', 'JJ', 'NN']",1,1,1.0,NO,35998
"['VBP', 'VBZ', 'IN', 'DT', 'NN']",1,1,1.0,NO,35999
"['VBP', 'VBZ', 'IN', 'JJ']",1,1,1.0,NO,36000
"['VBP', 'VBZ', 'IN', 'JJ', 'NN']",1,1,1.0,NO,36001
"['VBP', 'VBZ', 'IN', 'NN']",2,2,1.0,NO,36002
"['VBP', 'VBZ', 'PDT_all']",1,1,1.0,NO,36003
"['VBP', 'VBZ', 'PDT_all', 'DT']",1,1,1.0,NO,36004
"['VBP', 'VBZ', 'PDT_all', 'DT', 'JJ']",1,1,1.0,NO,36005
"['VBP', 'VBZ', 'PDT_all', 'DT', 'JJ', 'NN']",1,1,1.0,NO,36006
"['VBP', 'VBZ', 'PDT_all', 'DT', 'NN']",1,1,1.0,NO,36007
"['VBP', 'VBZ', 'PDT_all', 'JJ']",1,1,1.0,NO,36008
"['VBP', 'VBZ', 'PDT_all', 'JJ', 'NN']",1,1,1.0,NO,36009
"['VBP', 'VBZ', 'PDT_all', 'NN']",1,1,1.0,NO,36010
"['VBP', 'VBZ', 'JJ']",1,1,1.0,NO,36011
"['VBP', 'VBZ', 'JJ', 'NN']",1,1,1.0,NO,36012
"['VBP', 'VBZ', 'NN']",3,3,1.0,NO,36013
"['VBP', 'VBZ', 'NN', 'IN']",1,1,1.0,NO,36014
"['VBP', 'VBZ', 'RB']",1,1,1.0,NO,36015
"['VBP', 'VBZ', 'RB', 'RBR_closer']",1,1,1.0,NO,36016
"['VBP', 'VBZ', 'RB', 'RBR_closer', 'TO']",1,1,1.0,NO,36017
"['VBP', 'VBZ', 'RB', 'RBR_closer', 'TO', 'NN']",1,1,1.0,NO,36018
"['VBP', 'VBZ', 'RB', 'RBR_closer', 'TO', 'NN', 'IN']",1,1,1.0,NO,36019
"['VBP', 'VBZ', 'RB', 'RBR_closer', 'TO', 'IN']",1,1,1.0,NO,36020
"['VBP', 'VBZ', 'RB', 'RBR_closer', 'NN']",1,1,1.0,NO,36021
"['VBP', 'VBZ', 'RB', 'RBR_closer', 'NN', 'IN']",1,1,1.0,NO,36022
"['VBP', 'VBZ', 'RB', 'RBR_closer', 'IN']",1,1,1.0,NO,36023
"['VBP', 'VBZ', 'RB', 'TO']",1,1,1.0,NO,36024
"['VBP', 'VBZ', 'RB', 'TO', 'NN']",1,1,1.0,NO,36025
"['VBP', 'VBZ', 'RB', 'TO', 'NN', 'IN']",1,1,1.0,NO,36026
"['VBP', 'VBZ', 'RB', 'TO', 'IN']",1,1,1.0,NO,36027
"['VBP', 'VBZ', 'RB', 'NN']",1,1,1.0,NO,36028
"['VBP', 'VBZ', 'RB', 'NN', 'IN']",1,1,1.0,NO,36029
"['VBP', 'VBZ', 'RB', 'IN']",1,1,1.0,NO,36030
"['VBP', 'VBZ', 'RBR_closer']",1,1,1.0,NO,36031
"['VBP', 'VBZ', 'RBR_closer', 'TO']",1,1,1.0,NO,36032
"['VBP', 'VBZ', 'RBR_closer', 'TO', 'NN']",1,1,1.0,NO,36033
"['VBP', 'VBZ', 'RBR_closer', 'TO', 'NN', 'IN']",1,1,1.0,NO,36034
"['VBP', 'VBZ', 'RBR_closer', 'TO', 'IN']",1,1,1.0,NO,36035
"['VBP', 'VBZ', 'RBR_closer', 'NN']",1,1,1.0,NO,36036
"['VBP', 'VBZ', 'RBR_closer', 'NN', 'IN']",1,1,1.0,NO,36037
"['VBP', 'VBZ', 'RBR_closer', 'IN']",1,1,1.0,NO,36038
"['VBP', 'VBZ', 'TO']",1,1,1.0,NO,36039
"['VBP', 'VBZ', 'TO', 'NN']",1,1,1.0,NO,36040
"['VBP', 'VBZ', 'TO', 'NN', 'IN']",1,1,1.0,NO,36041
"['VBP', 'VBZ', 'TO', 'IN']",1,1,1.0,NO,36042
"['VBP', 'VBZ', 'JJR_more']",1,1,1.0,NO,36043
"['VBP', 'VBZ', 'JJR_more', 'NNS']",1,1,1.0,NO,36044
"['VBP', 'VBZ', 'JJR_more', 'NNS', 'IN']",1,1,1.0,NO,36045
"['VBP', 'VBZ', 'JJR_more', 'NNS', 'IN', 'NN']",1,1,1.0,NO,36046
"['VBP', 'VBZ', 'JJR_more', 'NNS', 'NN']",1,1,1.0,NO,36047
"['VBP', 'VBZ', 'JJR_more', 'IN']",1,1,1.0,NO,36048
"['VBP', 'VBZ', 'JJR_more', 'IN', 'NN']",1,1,1.0,NO,36049
"['VBP', 'VBZ', 'JJR_more', 'NN']",1,1,1.0,NO,36050
"['VBP', 'VBZ', 'NNS']",1,1,1.0,NO,36051
"['VBP', 'VBZ', 'NNS', 'IN']",1,1,1.0,NO,36052
"['VBP', 'VBZ', 'NNS', 'IN', 'NN']",1,1,1.0,NO,36053
"['VBP', 'VBZ', 'NNS', 'NN']",1,1,1.0,NO,36054
"['VBP', 'JJ_last', 'CC']",2,2,1.0,YES,36055
"['VBP', 'JJ_last', 'CC', 'DT']",2,2,1.0,YES,36056
"['VBP', 'JJ_last', 'CC', 'DT', 'JJS']",2,2,1.0,YES,36057
"['VBP', 'JJ_last', 'CC', 'JJS']",2,2,1.0,YES,36058
"['VBP', 'JJ_last', 'DT']",2,2,1.0,YES,36059
"['VBP', 'JJ_last', 'DT', 'JJS']",2,2,1.0,YES,36060
"['VBP', 'JJ_last', 'JJS']",2,2,1.0,YES,36061
"['VBP', 'JJ_last', 'NN']",1,1,1.0,NO,36062
"['VBP', 'JJ_last', 'NN', 'PRP']",1,1,1.0,NO,36063
"['VBP', 'JJ_last', 'NN', 'PRP', 'VBD']",1,1,1.0,NO,36064
"['VBP', 'JJ_last', 'NN', 'VBD']",1,1,1.0,NO,36065
"['VBP', 'JJ_last', 'PRP']",1,1,1.0,NO,36066
"['VBP', 'JJ_last', 'PRP', 'VBD']",1,1,1.0,NO,36067
"['VBP', 'JJ_last', 'VBD']",1,1,1.0,NO,36068
"['VBP', 'CC', 'DT', 'JJS']",2,2,1.0,YES,36069
"['VBP', 'CC', 'DT', 'CD']",1,1,1.0,NO,36070
"['VBP', 'CC', 'DT', 'JJ']",2,2,1.0,NO,36071
"['VBP', 'CC', 'JJS']",2,2,1.0,YES,36072
"['VBP', 'CC', 'CD']",1,1,1.0,NO,36073
"['VBP', 'CC', 'JJ']",5,5,1.0,NO,36074
"['VBP', 'CC', 'JJ', 'NN']",1,1,1.0,NO,36075
"['VBP', 'CC', 'NN']",1,1,1.0,NO,36076
"['VBP', 'CC', 'IN']",1,1,1.0,NO,36077
"['VBP', 'CC', 'IN', 'RB']",1,1,1.0,NO,36078
"['VBP', 'CC', 'RB']",2,2,1.0,NO,36079
"['VBP', 'CC', 'RB', 'PRP']",1,1,1.0,NO,36080
"['VBP', 'CC', 'PRP']",1,1,1.0,NO,36081
"['VBP', 'JJS', 'IN']",1,1,1.0,NO,36082
"['VBP', 'JJS', 'IN', 'DT']",1,1,1.0,NO,36083
"['VBP', 'JJS', 'DT']",2,2,1.0,NO,36084
"['VBP', 'JJS', 'VB']",2,2,1.0,NO,36085
"['VBP', 'JJS', 'CC']",1,1,1.0,NO,36086
"['VBP', 'JJS', 'CC', 'DT']",1,1,1.0,NO,36087
"['VBP', 'PDT_all']",5,5,1.0,NO,36088
"['VBP', 'PDT_all', 'DT']",5,5,1.0,NO,36089
"['VBP', 'PDT_all', 'DT', 'JJ']",2,2,1.0,NO,36090
"['VBP', 'PDT_all', 'DT', 'JJ', 'NN']",2,2,1.0,NO,36091
"['VBP', 'PDT_all', 'DT', 'NN']",2,2,1.0,NO,36092
"['VBP', 'PDT_all', 'DT', 'NNS']",3,3,1.0,NO,36093
"['VBP', 'PDT_all', 'DT', 'NNS', 'VBD']",2,2,1.0,NO,36094
"['VBP', 'PDT_all', 'DT', 'NNS', 'CC']",1,1,1.0,NO,36095
"['VBP', 'PDT_all', 'DT', 'VBD']",2,2,1.0,NO,36096
"['VBP', 'PDT_all', 'DT', 'CC']",1,1,1.0,NO,36097
"['VBP', 'PDT_all', 'JJ']",2,2,1.0,NO,36098
"['VBP', 'PDT_all', 'JJ', 'NN']",2,2,1.0,NO,36099
"['VBP', 'PDT_all', 'NN']",2,2,1.0,NO,36100
"['VBP', 'PDT_all', 'NNS']",3,3,1.0,NO,36101
"['VBP', 'PDT_all', 'NNS', 'VBD']",2,2,1.0,NO,36102
"['VBP', 'PDT_all', 'NNS', 'CC']",1,1,1.0,NO,36103
"['VBP', 'PDT_all', 'VBD']",2,2,1.0,NO,36104
"['VBP', 'PDT_all', 'CC']",1,1,1.0,NO,36105
"['VBP', 'JJ']",42,42,1.0,NO,36106
"['VBP', 'JJ', 'NN']",16,16,1.0,NO,36107
"['VBP', 'JJ', 'NN', 'TO']",2,2,1.0,NO,36108
"['VBP', 'JJ', 'RB_togeth']",1,1,1.0,NO,36109
"['VBP', 'JJ', 'RB_togeth', 'RB']",1,1,1.0,NO,36110
"['VBP', 'JJ', 'RB_togeth', 'RB', 'VB']",1,1,1.0,NO,36111
"['VBP', 'JJ', 'RB_togeth', 'RB', 'VB', 'PRP$']",1,1,1.0,NO,36112
"['VBP', 'JJ', 'RB_togeth', 'RB', 'PRP$']",1,1,1.0,NO,36113
"['VBP', 'JJ', 'RB_togeth', 'VB']",1,1,1.0,NO,36114
"['VBP', 'JJ', 'RB_togeth', 'VB', 'PRP$']",1,1,1.0,NO,36115
"['VBP', 'JJ', 'RB_togeth', 'PRP$']",1,1,1.0,NO,36116
"['VBP', 'JJ', 'RB']",1,1,1.0,NO,36117
"['VBP', 'JJ', 'RB', 'VB']",1,1,1.0,NO,36118
"['VBP', 'JJ', 'RB', 'VB', 'PRP$']",1,1,1.0,NO,36119
"['VBP', 'JJ', 'RB', 'PRP$']",1,1,1.0,NO,36120
"['VBP', 'JJ', 'VB']",1,1,1.0,NO,36121
"['VBP', 'JJ', 'VB', 'PRP$']",1,1,1.0,NO,36122
"['VBP', 'JJ', 'PRP$']",2,2,1.0,NO,36123
"['VBP', 'JJ', 'PRP$', 'NN']",1,1,1.0,NO,36124
"['VBP', 'JJ', 'JJR_more']",1,1,1.0,NO,36125
"['VBP', 'JJ', 'JJR_more', 'CC']",1,1,1.0,NO,36126
"['VBP', 'JJ', 'JJR_more', 'CC', 'DT']",1,1,1.0,NO,36127
"['VBP', 'JJ', 'JJR_more', 'CC', 'DT', 'CD']",1,1,1.0,NO,36128
"['VBP', 'JJ', 'JJR_more', 'CC', 'CD']",1,1,1.0,NO,36129
"['VBP', 'JJ', 'JJR_more', 'DT']",1,1,1.0,NO,36130
"['VBP', 'JJ', 'JJR_more', 'DT', 'CD']",1,1,1.0,NO,36131
"['VBP', 'JJ', 'JJR_more', 'CD']",1,1,1.0,NO,36132
"['VBP', 'JJ', 'CC']",2,2,1.0,NO,36133
"['VBP', 'JJ', 'CC', 'DT']",1,1,1.0,NO,36134
"['VBP', 'JJ', 'CC', 'DT', 'CD']",1,1,1.0,NO,36135
"['VBP', 'JJ', 'CC', 'CD']",1,1,1.0,NO,36136
"['VBP', 'JJ', 'CC', 'JJ']",1,1,1.0,NO,36137
"['VBP', 'JJ', 'DT']",3,3,1.0,NO,36138
"['VBP', 'JJ', 'DT', 'CD']",1,1,1.0,NO,36139
"['VBP', 'JJ', 'DT', 'NNS']",1,1,1.0,NO,36140
"['VBP', 'JJ', 'DT', 'NNS', 'VBD']",1,1,1.0,NO,36141
"['VBP', 'JJ', 'DT', 'VBD']",1,1,1.0,NO,36142
"['VBP', 'JJ', 'CD']",1,1,1.0,NO,36143
"['VBP', 'JJ', 'IN']",8,8,1.0,NO,36144
"['VBP', 'JJ', 'IN', 'PDT_all']",1,1,1.0,NO,36145
"['VBP', 'JJ', 'IN', 'PDT_all', 'DT']",1,1,1.0,NO,36146
"['VBP', 'JJ', 'IN', 'PDT_all', 'DT', 'NNS']",1,1,1.0,NO,36147
"['VBP', 'JJ', 'IN', 'PDT_all', 'DT', 'NNS', 'VBD']",1,1,1.0,NO,36148
"['VBP', 'JJ', 'IN', 'PDT_all', 'DT', 'VBD']",1,1,1.0,NO,36149
"['VBP', 'JJ', 'IN', 'PDT_all', 'NNS']",1,1,1.0,NO,36150
"['VBP', 'JJ', 'IN', 'PDT_all', 'NNS', 'VBD']",1,1,1.0,NO,36151
"['VBP', 'JJ', 'IN', 'PDT_all', 'VBD']",1,1,1.0,NO,36152
"['VBP', 'JJ', 'IN', 'DT']",2,2,1.0,NO,36153
"['VBP', 'JJ', 'IN', 'DT', 'NNS']",1,1,1.0,NO,36154
"['VBP', 'JJ', 'IN', 'DT', 'NNS', 'VBD']",1,1,1.0,NO,36155
"['VBP', 'JJ', 'IN', 'DT', 'VBD']",1,1,1.0,NO,36156
"['VBP', 'JJ', 'IN', 'NNS']",3,3,1.0,NO,36157
"['VBP', 'JJ', 'IN', 'NNS', 'VBD']",1,1,1.0,NO,36158
"['VBP', 'JJ', 'IN', 'NNS', 'IN']",2,2,1.0,NO,36159
"['VBP', 'JJ', 'IN', 'NNS', 'IN', 'NN']",2,2,1.0,NO,36160
"['VBP', 'JJ', 'IN', 'NNS', 'NN']",2,2,1.0,NO,36161
"['VBP', 'JJ', 'IN', 'VBD']",1,1,1.0,NO,36162
"['VBP', 'JJ', 'IN', 'PRP$']",1,1,1.0,NO,36163
"['VBP', 'JJ', 'IN', 'PRP$', 'NN']",1,1,1.0,NO,36164
"['VBP', 'JJ', 'IN', 'NN']",3,3,1.0,NO,36165
"['VBP', 'JJ', 'IN', 'JJS_most']",2,2,1.0,NO,36166
"['VBP', 'JJ', 'IN', 'JJS_most', 'NNS']",2,2,1.0,NO,36167
"['VBP', 'JJ', 'IN', 'JJS_most', 'NNS', 'IN']",2,2,1.0,NO,36168
"['VBP', 'JJ', 'IN', 'JJS_most', 'NNS', 'IN', 'NN']",2,2,1.0,NO,36169
"['VBP', 'JJ', 'IN', 'JJS_most', 'NNS', 'NN']",2,2,1.0,NO,36170
"['VBP', 'JJ', 'IN', 'JJS_most', 'IN']",2,2,1.0,NO,36171
"['VBP', 'JJ', 'IN', 'JJS_most', 'IN', 'NN']",2,2,1.0,NO,36172
"['VBP', 'JJ', 'IN', 'JJS_most', 'NN']",2,2,1.0,NO,36173
"['VBP', 'JJ', 'IN', 'IN']",2,2,1.0,NO,36174
"['VBP', 'JJ', 'IN', 'IN', 'NN']",2,2,1.0,NO,36175
"['VBP', 'JJ', 'IN', 'JJ']",2,2,1.0,NO,36176
"['VBP', 'JJ', 'PDT_all']",1,1,1.0,NO,36177
"['VBP', 'JJ', 'PDT_all', 'DT']",1,1,1.0,NO,36178
"['VBP', 'JJ', 'PDT_all', 'DT', 'NNS']",1,1,1.0,NO,36179
"['VBP', 'JJ', 'PDT_all', 'DT', 'NNS', 'VBD']",1,1,1.0,NO,36180
"['VBP', 'JJ', 'PDT_all', 'DT', 'VBD']",1,1,1.0,NO,36181
"['VBP', 'JJ', 'PDT_all', 'NNS']",1,1,1.0,NO,36182
"['VBP', 'JJ', 'PDT_all', 'NNS', 'VBD']",1,1,1.0,NO,36183
"['VBP', 'JJ', 'PDT_all', 'VBD']",1,1,1.0,NO,36184
"['VBP', 'JJ', 'NNS']",7,7,1.0,NO,36185
"['VBP', 'JJ', 'NNS', 'VBD']",1,1,1.0,NO,36186
"['VBP', 'JJ', 'NNS', 'IN']",2,2,1.0,NO,36187
"['VBP', 'JJ', 'NNS', 'IN', 'NN']",2,2,1.0,NO,36188
"['VBP', 'JJ', 'NNS', 'NN']",2,2,1.0,NO,36189
"['VBP', 'JJ', 'NNS', 'JJ']",1,1,1.0,NO,36190
"['VBP', 'JJ', 'VBD']",1,1,1.0,NO,36191
"['VBP', 'JJ', 'NN_altern']",1,1,1.0,NO,36192
"['VBP', 'JJ', 'NN_altern', 'TO']",1,1,1.0,NO,36193
"['VBP', 'JJ', 'NN_altern', 'TO', 'VBG']",1,1,1.0,NO,36194
"['VBP', 'JJ', 'NN_altern', 'TO', 'VBG', 'NN']",1,1,1.0,NO,36195
"['VBP', 'JJ', 'NN_altern', 'TO', 'NN']",1,1,1.0,NO,36196
"['VBP', 'JJ', 'NN_altern', 'VBG']",1,1,1.0,NO,36197
"['VBP', 'JJ', 'NN_altern', 'VBG', 'NN']",1,1,1.0,NO,36198
"['VBP', 'JJ', 'NN_altern', 'NN']",1,1,1.0,NO,36199
"['VBP', 'JJ', 'TO']",3,3,1.0,NO,36200
"['VBP', 'JJ', 'TO', 'VBG']",1,1,1.0,NO,36201
"['VBP', 'JJ', 'TO', 'VBG', 'NN']",1,1,1.0,NO,36202
"['VBP', 'JJ', 'TO', 'NN']",1,1,1.0,NO,36203
"['VBP', 'JJ', 'VBG']",1,1,1.0,NO,36204
"['VBP', 'JJ', 'VBG', 'NN']",1,1,1.0,NO,36205
"['VBP', 'JJ', 'JJ']",5,5,1.0,NO,36206
"['VBP', 'JJ', 'JJ', 'NN']",1,1,1.0,NO,36207
"['VBP', 'JJ', 'RB_most']",1,1,1.0,NO,36208
"['VBP', 'JJ', 'RB_most', 'IN']",1,1,1.0,NO,36209
"['VBP', 'JJ', 'RB_most', 'IN', 'PRP$']",1,1,1.0,NO,36210
"['VBP', 'JJ', 'RB_most', 'IN', 'PRP$', 'NN']",1,1,1.0,NO,36211
"['VBP', 'JJ', 'RB_most', 'IN', 'NN']",1,1,1.0,NO,36212
"['VBP', 'JJ', 'RB_most', 'PRP$']",1,1,1.0,NO,36213
"['VBP', 'JJ', 'RB_most', 'PRP$', 'NN']",1,1,1.0,NO,36214
"['VBP', 'JJ', 'RB_most', 'NN']",1,1,1.0,NO,36215
"['VBP', 'JJ', 'JJS_most']",2,2,1.0,NO,36216
"['VBP', 'JJ', 'JJS_most', 'NNS']",2,2,1.0,NO,36217
"['VBP', 'JJ', 'JJS_most', 'NNS', 'IN']",2,2,1.0,NO,36218
"['VBP', 'JJ', 'JJS_most', 'NNS', 'IN', 'NN']",2,2,1.0,NO,36219
"['VBP', 'JJ', 'JJS_most', 'NNS', 'NN']",2,2,1.0,NO,36220
"['VBP', 'JJ', 'JJS_most', 'IN']",2,2,1.0,NO,36221
"['VBP', 'JJ', 'JJS_most', 'IN', 'NN']",2,2,1.0,NO,36222
"['VBP', 'JJ', 'JJS_most', 'NN']",2,2,1.0,NO,36223
"['VBP', 'RB']",23,23,1.0,NO,36224
"['VBP', 'RB', 'RBR_closer']",1,1,1.0,NO,36225
"['VBP', 'RB', 'RBR_closer', 'TO']",1,1,1.0,NO,36226
"['VBP', 'RB', 'RBR_closer', 'TO', 'NN']",1,1,1.0,NO,36227
"['VBP', 'RB', 'RBR_closer', 'TO', 'NN', 'IN']",1,1,1.0,NO,36228
"['VBP', 'RB', 'RBR_closer', 'TO', 'IN']",1,1,1.0,NO,36229
"['VBP', 'RB', 'RBR_closer', 'NN']",1,1,1.0,NO,36230
"['VBP', 'RB', 'RBR_closer', 'NN', 'IN']",1,1,1.0,NO,36231
"['VBP', 'RB', 'RBR_closer', 'IN']",1,1,1.0,NO,36232
"['VBP', 'RB', 'TO']",1,1,1.0,NO,36233
"['VBP', 'RB', 'TO', 'NN']",1,1,1.0,NO,36234
"['VBP', 'RB', 'TO', 'NN', 'IN']",1,1,1.0,NO,36235
"['VBP', 'RB', 'TO', 'IN']",1,1,1.0,NO,36236
"['VBP', 'RB', 'NN']",5,5,1.0,NO,36237
"['VBP', 'RB', 'NN', 'IN']",2,2,1.0,NO,36238
"['VBP', 'RB', 'IN']",7,7,1.0,NO,36239
"['VBP', 'RB', 'IN', 'DT']",1,1,1.0,NO,36240
"['VBP', 'RB', 'IN', 'RB']",1,1,1.0,NO,36241
"['VBP', 'RB', 'VB']",2,2,1.0,NO,36242
"['VBP', 'RB', 'VB', 'PRP$']",1,1,1.0,NO,36243
"['VBP', 'RB', 'PRP$']",2,2,1.0,NO,36244
"['VBP', 'RB', 'PRP$', 'NN']",1,1,1.0,NO,36245
"['VBP', 'RB', 'PRP$', 'NN', 'IN']",1,1,1.0,NO,36246
"['VBP', 'RB', 'PRP$', 'IN']",1,1,1.0,NO,36247
"['VBP', 'RB', 'JJ']",7,7,1.0,NO,36248
"['VBP', 'RB', 'JJ', 'NNS']",1,1,1.0,NO,36249
"['VBP', 'RB', 'JJ', 'NN']",1,1,1.0,NO,36250
"['VBP', 'RB', 'JJ', 'IN']",2,2,1.0,NO,36251
"['VBP', 'RB', 'JJ', 'IN', 'DT']",1,1,1.0,NO,36252
"['VBP', 'RB', 'JJ', 'DT']",1,1,1.0,NO,36253
"['VBP', 'RB', 'JJ', 'CC']",1,1,1.0,NO,36254
"['VBP', 'RB', 'JJ', 'CC', 'JJ']",1,1,1.0,NO,36255
"['VBP', 'RB', 'JJ', 'JJ']",1,1,1.0,NO,36256
"['VBP', 'RB', 'NNS']",1,1,1.0,NO,36257
"['VBP', 'RB', 'VBN']",2,2,1.0,NO,36258
"['VBP', 'RB', 'VBN', 'JJR_lovelier']",1,1,1.0,NO,36259
"['VBP', 'RB', 'VBN', 'JJR_lovelier', 'CC']",1,1,1.0,NO,36260
"['VBP', 'RB', 'VBN', 'JJR_lovelier', 'CC', 'JJ']",1,1,1.0,NO,36261
"['VBP', 'RB', 'VBN', 'JJR_lovelier', 'CC', 'JJ', 'NN']",1,1,1.0,NO,36262
"['VBP', 'RB', 'VBN', 'JJR_lovelier', 'CC', 'NN']",1,1,1.0,NO,36263
"['VBP', 'RB', 'VBN', 'JJR_lovelier', 'JJ']",1,1,1.0,NO,36264
"['VBP', 'RB', 'VBN', 'JJR_lovelier', 'JJ', 'NN']",1,1,1.0,NO,36265
"['VBP', 'RB', 'VBN', 'JJR_lovelier', 'NN']",1,1,1.0,NO,36266
"['VBP', 'RB', 'VBN', 'CC']",2,2,1.0,NO,36267
"['VBP', 'RB', 'VBN', 'CC', 'JJ']",1,1,1.0,NO,36268
"['VBP', 'RB', 'VBN', 'CC', 'JJ', 'NN']",1,1,1.0,NO,36269
"['VBP', 'RB', 'VBN', 'CC', 'NN']",1,1,1.0,NO,36270
"['VBP', 'RB', 'VBN', 'CC', 'IN']",1,1,1.0,NO,36271
"['VBP', 'RB', 'VBN', 'CC', 'IN', 'RB']",1,1,1.0,NO,36272
"['VBP', 'RB', 'VBN', 'CC', 'RB']",1,1,1.0,NO,36273
"['VBP', 'RB', 'VBN', 'JJ']",1,1,1.0,NO,36274
"['VBP', 'RB', 'VBN', 'JJ', 'NN']",1,1,1.0,NO,36275
"['VBP', 'RB', 'VBN', 'NN']",1,1,1.0,NO,36276
"['VBP', 'RB', 'VBN', 'IN_befor']",1,1,1.0,NO,36277
"['VBP', 'RB', 'VBN', 'IN_befor', 'CC']",1,1,1.0,NO,36278
"['VBP', 'RB', 'VBN', 'IN_befor', 'CC', 'IN']",1,1,1.0,NO,36279
"['VBP', 'RB', 'VBN', 'IN_befor', 'CC', 'IN', 'RB']",1,1,1.0,NO,36280
"['VBP', 'RB', 'VBN', 'IN_befor', 'CC', 'RB']",1,1,1.0,NO,36281
"['VBP', 'RB', 'VBN', 'IN_befor', 'IN']",1,1,1.0,NO,36282
"['VBP', 'RB', 'VBN', 'IN_befor', 'IN', 'RB']",1,1,1.0,NO,36283
"['VBP', 'RB', 'VBN', 'IN_befor', 'RB']",1,1,1.0,NO,36284
"['VBP', 'RB', 'VBN', 'IN']",1,1,1.0,NO,36285
"['VBP', 'RB', 'VBN', 'IN', 'RB']",1,1,1.0,NO,36286
"['VBP', 'RB', 'VBN', 'RB']",1,1,1.0,NO,36287
"['VBP', 'RB', 'JJR_lovelier']",1,1,1.0,NO,36288
"['VBP', 'RB', 'JJR_lovelier', 'CC']",1,1,1.0,NO,36289
"['VBP', 'RB', 'JJR_lovelier', 'CC', 'JJ']",1,1,1.0,NO,36290
"['VBP', 'RB', 'JJR_lovelier', 'CC', 'JJ', 'NN']",1,1,1.0,NO,36291
"['VBP', 'RB', 'JJR_lovelier', 'CC', 'NN']",1,1,1.0,NO,36292
"['VBP', 'RB', 'JJR_lovelier', 'JJ']",1,1,1.0,NO,36293
"['VBP', 'RB', 'JJR_lovelier', 'JJ', 'NN']",1,1,1.0,NO,36294
"['VBP', 'RB', 'JJR_lovelier', 'NN']",1,1,1.0,NO,36295
"['VBP', 'RB', 'CC']",4,4,1.0,NO,36296
"['VBP', 'RB', 'CC', 'JJ']",2,2,1.0,NO,36297
"['VBP', 'RB', 'CC', 'JJ', 'NN']",1,1,1.0,NO,36298
"['VBP', 'RB', 'CC', 'NN']",1,1,1.0,NO,36299
"['VBP', 'RB', 'CC', 'IN']",1,1,1.0,NO,36300
"['VBP', 'RB', 'CC', 'IN', 'RB']",1,1,1.0,NO,36301
"['VBP', 'RB', 'CC', 'RB']",1,1,1.0,NO,36302
"['VBP', 'RB', 'RB']",2,2,1.0,NO,36303
"['VBP', 'RB', 'RB', 'RBR_more']",1,1,1.0,NO,36304
"['VBP', 'RB', 'RB', 'RBR_more', 'JJ']",1,1,1.0,NO,36305
"['VBP', 'RB', 'RB', 'RBR_more', 'JJ', 'IN']",1,1,1.0,NO,36306
"['VBP', 'RB', 'RB', 'RBR_more', 'JJ', 'IN', 'DT']",1,1,1.0,NO,36307
"['VBP', 'RB', 'RB', 'RBR_more', 'JJ', 'DT']",1,1,1.0,NO,36308
"['VBP', 'RB', 'RB', 'RBR_more', 'IN']",1,1,1.0,NO,36309
"['VBP', 'RB', 'RB', 'RBR_more', 'IN', 'DT']",1,1,1.0,NO,36310
"['VBP', 'RB', 'RB', 'RBR_more', 'DT']",1,1,1.0,NO,36311
"['VBP', 'RB', 'RB', 'JJ']",1,1,1.0,NO,36312
"['VBP', 'RB', 'RB', 'JJ', 'IN']",1,1,1.0,NO,36313
"['VBP', 'RB', 'RB', 'JJ', 'IN', 'DT']",1,1,1.0,NO,36314
"['VBP', 'RB', 'RB', 'JJ', 'DT']",1,1,1.0,NO,36315
"['VBP', 'RB', 'RB', 'IN']",1,1,1.0,NO,36316
"['VBP', 'RB', 'RB', 'IN', 'DT']",1,1,1.0,NO,36317
"['VBP', 'RB', 'RB', 'DT']",1,1,1.0,NO,36318
"['VBP', 'RB', 'RBR_more']",2,2,1.0,NO,36319
"['VBP', 'RB', 'RBR_more', 'JJ']",2,2,1.0,NO,36320
"['VBP', 'RB', 'RBR_more', 'JJ', 'IN']",1,1,1.0,NO,36321
"['VBP', 'RB', 'RBR_more', 'JJ', 'IN', 'DT']",1,1,1.0,NO,36322
"['VBP', 'RB', 'RBR_more', 'JJ', 'DT']",1,1,1.0,NO,36323
"['VBP', 'RB', 'RBR_more', 'IN']",1,1,1.0,NO,36324
"['VBP', 'RB', 'RBR_more', 'IN', 'DT']",1,1,1.0,NO,36325
"['VBP', 'RB', 'RBR_more', 'DT']",1,1,1.0,NO,36326
"['VBP', 'RB', 'DT']",1,1,1.0,NO,36327
"['VBP', 'RB', 'IN_befor']",1,1,1.0,NO,36328
"['VBP', 'RB', 'IN_befor', 'CC']",1,1,1.0,NO,36329
"['VBP', 'RB', 'IN_befor', 'CC', 'IN']",1,1,1.0,NO,36330
"['VBP', 'RB', 'IN_befor', 'CC', 'IN', 'RB']",1,1,1.0,NO,36331
"['VBP', 'RB', 'IN_befor', 'CC', 'RB']",1,1,1.0,NO,36332
"['VBP', 'RB', 'IN_befor', 'IN']",1,1,1.0,NO,36333
